Time,Pitch,Roll,Yaw,xGyro,yGyro,ZGyro,xAcc,yAcc,zAcc,latitude,longitude,alt,xSpeed,ySpeed,zSpeed,cP,cR,cY,cPower,PosXError,PosYError
101819426.0000000000,-1.0000000000,-1.5630000000,-0.3750000000,-4.8125000000,-0.3125000000,-3.9375000000,-1.8200000000,0.5600000000,-0.1500000000,47.2229186000,8.8183682000,1.2000000000,-0.9029095244,0.2269628977,-0.1844299449,-4.6442047520,-4.7960327733,4.3125000000,16.8442994487,1.7746710286,-2.2983991326
101827429.0000000000,-0.9375000000,-1.5630000000,-0.4375000000,-4.8125000000,-0.3125000000,-3.9375000000,-1.8200000000,0.5600000000,-0.1500000000,47.2229186000,8.8183682000,1.1900000000,-0.9083200419,0.2294010975,-0.2900620838,-4.7204661060,-4.7927345000,4.3750000000,18.5006208382,1.7746710286,-2.2983991326
101838499.0000000000,-0.8750000000,-1.5630000000,-0.4375000000,-5.9375000000,-0.4375000000,-4.3125000000,-1.4500000000,0.1300000000,-0.2900000000,47.2229186000,8.8183682000,1.2000000000,-0.9151552248,0.2289066036,-0.1709019691,-5.9253913814,-4.6652963002,4.7500000000,16.7090196907,1.7746710286,-2.2983991326
101849959.0000000000,-0.8125000000,-1.5630000000,-0.5000000000,-5.1875000000,-0.4375000000,-4.2500000000,-1.1300000000,0.2600000000,-0.1700000000,47.2229186000,8.8183682000,1.2000000000,-0.9188523380,0.2299553543,-0.1527607756,-5.2533221254,-4.6657907941,4.7500000000,16.5276077556,1.7746710286,-2.2983991326
101860032.0000000000,-0.7500000000,-1.5630000000,-0.5625000000,-2.6875000000,-0.1875000000,-3.5625000000,-1.8500000000,0.5100000000,-0.2000000000,47.2229186000,8.8183682000,1.2000000000,-0.9281374448,0.2330827100,-0.1368328742,-2.8356461668,-4.9147420435,4.1250000000,16.3683287417,1.7746710286,-2.2983991326
101868034.0000000000,-0.7500000000,-1.5630000000,-0.5625000000,-2.6875000000,-0.1875000000,-3.5625000000,-1.5900000000,0.3100000000,-0.0600000000,47.2229186000,8.8183682000,1.2100000000,-0.9314718235,0.2334786285,0.0033452325,-2.8226470173,-4.9116146877,4.1250000000,14.3665476753,1.7746710286,-2.2983991326
101878368.0000000000,-0.7500000000,-1.5630000000,-0.6250000000,-1.2500000000,-0.4375000000,-3.3750000000,-1.5900000000,0.3100000000,-0.0600000000,47.2229186000,8.8183682000,1.2100000000,-0.9384494313,0.2346652353,0.0049815064,-1.3804788871,-4.6612187693,4.0000000000,14.3501849363,1.7746710286,-2.2983991326
101886372.0000000000,-0.9375000000,-1.5005000000,-0.6250000000,-3.0000000000,0.2500000000,-3.3750000000,-0.8700000000,0.3300000000,-0.1900000000,47.2229186000,8.8183682000,1.2300000000,-0.9359785921,0.2352044892,0.2549483930,-2.8582102362,-5.4100321624,4.0000000000,10.6505160696,1.7746710286,-2.2983991326
101894397.0000000000,-0.8750000000,-1.5005000000,-0.6250000000,-2.0625000000,0.3750000000,-2.8750000000,-0.3500000000,0.2600000000,-0.1500000000,47.2229186000,8.8183682000,1.2100000000,-0.9294193306,0.2351897898,-0.0188872073,-2.0116694111,-5.5344929085,3.5000000000,14.5888720732,1.7746710286,-2.2983991326
101903883.0000000000,-0.8750000000,-1.5005000000,-0.6875000000,-1.6875000000,-0.3750000000,-2.6250000000,-1.4000000000,0.3500000000,-0.1800000000,47.2229186000,8.8183682000,1.1900000000,-0.9332962111,0.2364459679,-0.2270509225,-1.6458523773,-4.7845076080,3.3125000000,17.8705092250,1.7746710286,-2.2983991326
101915582.0000000000,-0.8750000000,-1.5005000000,-0.6875000000,-0.9375000000,0.1875000000,-1.9375000000,-0.6800000000,0.7600000000,-0.2600000000,47.2229186000,8.8183682000,1.1900000000,-0.9318679708,0.2432799405,-0.2042205340,-0.8904247445,-5.3457514299,2.6250000000,17.6422053396,1.7746710286,-2.2983991326
101925703.0000000000,-0.8750000000,-1.5005000000,-0.6875000000,0.6875000000,0.5625000000,-1.6250000000,0.3700000000,0.3900000000,-0.3500000000,47.2229186000,8.8183682000,1.2000000000,-0.9188670183,0.2450975360,-0.0857054197,0.7325757191,-5.7139174572,2.3125000000,15.8570541970,1.7746710286,-2.2983991326
101934295.0000000000,-0.8750000000,-1.5005000000,-0.7500000000,-2.7500000000,-0.3750000000,-1.1875000000,-0.8100000000,0.5300000000,-0.2800000000,47.2229186000,8.8183682000,1.1900000000,-0.9165895381,0.2474456910,-0.1935848505,-2.7231256144,-4.7745998617,1.9375000000,17.5358485046,1.7746710286,-2.2983991326
101942299.0000000000,-0.8125000000,-1.5005000000,-0.7500000000,-0.9375000000,-0.3750000000,0.0625000000,0.7800000000,0.3600000000,-0.2700000000,47.2229186000,8.8183682000,1.1900000000,-0.9012627638,0.2480948591,-0.1742126786,-1.0013140867,-4.7722517067,0.6875000000,17.3421267858,1.7746710286,-2.2983991326
101952566.0000000000,-0.8125000000,-1.5005000000,-0.7500000000,-1.1250000000,-0.6875000000,0.1250000000,-0.7100000000,0.2600000000,-0.3400000000,47.2229186000,8.8183682000,1.1900000000,-0.8994922213,0.2486042564,-0.1574206752,-1.2102715707,-4.4591025386,0.6250000000,17.1742067515,1.7746710286,-2.2983991326
101960571.0000000000,-0.8125000000,-1.5005000000,-0.7500000000,0.9375000000,-0.4375000000,0.7500000000,0.6700000000,0.2700000000,-0.1600000000,47.2229186000,8.8183682000,1.1900000000,-0.8852073950,0.2485289837,-0.1408724241,0.8497496698,-4.7085931413,0.0000000000,17.0087242409,1.7746710286,-2.2983991326
101972266.0000000000,-0.8125000000,-1.5005000000,-0.6875000000,-0.6875000000,0.0625000000,1.1250000000,-0.8500000000,0.1100000000,-0.0700000000,47.2229186000,8.8183682000,1.1900000000,-0.8862256087,0.2477132486,-0.1246600832,-0.7952490871,-5.2086684141,-0.4375000000,16.8466008323,1.7746710286,-2.2983991326
101980269.0000000000,-0.8125000000,-1.5005000000,-0.6875000000,0.1875000000,-0.5000000000,1.2500000000,0.9100000000,0.3800000000,-0.0600000000,47.2229186000,8.8183682000,1.1900000000,-0.8701732573,0.2485178103,-0.1106678228,0.0811764121,-4.6469841491,-0.5625000000,16.7066782277,1.7746710286,-2.2983991326
101988273.0000000000,-0.8125000000,-1.5005000000,-0.6875000000,0.1875000000,-0.5000000000,1.2500000000,0.1200000000,0.0700000000,0.0000000000,47.2229186000,8.8183682000,1.1900000000,-0.8605404594,0.2468583089,-0.0976423817,0.0587031201,-4.6461795874,-0.5625000000,16.5764238166,1.7746710286,-2.2983991326
102001551.0000000000,-0.8750000000,-1.5005000000,-0.6875000000,0.1875000000,-0.4375000000,2.0000000000,0.6000000000,0.5100000000,-0.0800000000,47.2229186000,8.8183682000,1.1900000000,-0.8440807859,0.2515433545,-0.0855849001,0.1327172031,-4.7103390889,-1.3125000000,16.4558490011,1.7746710286,-2.2983991326
102013022.0000000000,-0.8750000000,-1.5005000000,-0.6250000000,-0.1250000000,-0.6250000000,2.3125000000,-0.0100000000,-0.0000000000,0.1400000000,47.2229186000,8.8183682000,1.1900000000,-0.8357819316,0.2494163061,-0.0727739957,-0.2028263398,-4.5181540433,-1.6875000000,16.3277399569,1.7746710286,-2.2983991326
102024441.0000000000,-0.8750000000,-1.5005000000,-0.6250000000,1.5625000000,-0.1875000000,2.8750000000,-0.2100000000,0.4400000000,-0.1100000000,47.2229186000,8.8183682000,1.1800000000,-0.8298263844,0.2522828839,-0.1514060763,1.4730552642,-4.9577810917,-2.2500000000,17.7140607631,1.7746710286,-2.2983991326
102032445.0000000000,-0.8750000000,-1.5005000000,-0.5625000000,0.0625000000,-0.2500000000,2.4375000000,0.2100000000,-0.0900000000,0.2100000000,47.2229186000,8.8183682000,1.2000000000,-0.8198838989,0.2493178981,0.1170810086,-0.0352825018,-4.8924145138,-1.8750000000,13.8291899137,1.7746710286,-2.2983991326
102040449.0000000000,-0.8750000000,-1.5005000000,-0.5625000000,-0.7500000000,-0.7500000000,2.5000000000,-0.2100000000,0.2100000000,0.0700000000,47.2229186000,8.8183682000,1.2000000000,-0.8133689014,0.2487597501,0.1078358186,-0.8617019816,-4.3953794996,-1.9375000000,13.9216418139,1.7746710286,-2.2983991326
102052169.0000000000,-0.8750000000,-1.5630000000,-0.5625000000,-0.0625000000,-1.3125000000,3.0625000000,0.1000000000,-0.0300000000,0.1700000000,47.2229186000,8.8183682000,1.2000000000,-0.8041039394,0.2463208844,0.1017133979,-0.1833229781,-3.7709376476,-2.5000000000,13.9828660205,1.7746710286,-2.2983991326
102060172.0000000000,-0.8750000000,-1.5630000000,-0.5625000000,0.3125000000,-0.3750000000,3.0625000000,0.0400000000,-0.0600000000,0.1100000000,47.2229186000,8.8183682000,1.2000000000,-0.7957657886,0.2436532629,0.0942927693,0.1787060751,-4.7108765133,-2.5000000000,14.0570723072,1.7746710286,-2.2983991326
102068175.0000000000,-0.8750000000,-1.5630000000,-0.5000000000,0.3125000000,-0.3750000000,3.0625000000,0.3300000000,-0.1100000000,0.2700000000,47.2229186000,8.8183682000,1.1900000000,-0.7852133581,0.2406161692,-0.0361865071,0.1670326640,-4.7135441348,-2.5625000000,15.9618650709,1.7746710286,-2.2983991326
102081909.0000000000,-0.8750000000,-1.5630000000,-0.5000000000,-2.0625000000,-0.4375000000,2.5000000000,0.0400000000,-0.3900000000,0.2700000000,47.2229186000,8.8183682000,1.1900000000,-0.7768513497,0.2333723159,-0.0258696472,-2.2227407388,-4.6540812286,-2.0000000000,15.8586964724,1.7746710286,-2.2983991326
102093326.0000000000,-0.8125000000,-1.5630000000,-0.4375000000,-2.1875000000,-0.7500000000,2.3125000000,0.8200000000,0.1200000000,0.1500000000,47.2229186000,8.8183682000,1.1900000000,-0.7598427727,0.2327814891,-0.0189475334,-2.4469475504,-4.3488250819,-1.8750000000,15.7894753344,1.7746710286,-2.2983991326
102101330.0000000000,-0.8125000000,-1.5630000000,-0.4375000000,-1.9375000000,0.0625000000,2.3125000000,0.0500000000,-0.1300000000,0.2200000000,47.2229186000,8.8183682000,1.1900000000,-0.7518679569,0.2296945588,-0.0135093293,-2.2207595583,-5.1619159087,-1.8750000000,15.7350932926,1.7746710286,-2.2983991326
102109333.0000000000,-0.8125000000,-1.5630000000,-0.4375000000,-1.9375000000,0.0625000000,2.3125000000,0.8000000000,0.3000000000,0.1800000000,47.2229186000,8.8183682000,1.1900000000,-0.7380307087,0.2300454698,-0.0089034962,-2.2319243004,-5.1650028389,-1.8750000000,15.6890349620,1.7746710286,-2.2983991326
102122468.0000000000,-0.6875000000,-1.5630000000,-0.3750000000,-2.6875000000,-0.1250000000,1.7500000000,0.2300000000,-0.3900000000,0.4100000000,47.2229186000,8.8183682000,1.2000000000,-0.7276920713,0.2231183164,0.0761804048,-3.1762964478,-4.9771519279,-1.3750000000,14.2381959523,1.7746710286,-2.2983991326
102133896.0000000000,-0.6875000000,-1.5630000000,-0.3750000000,-3.5000000000,0.3125000000,1.5625000000,1.4900000000,-0.0900000000,0.2700000000,47.2229186000,8.8183682000,1.2000000000,-0.7035859921,0.2202558277,0.0741359142,-4.0032705403,-5.4215790813,-1.1875000000,14.2586408583,1.7746710286,-2.2983991326
102141904.0000000000,-0.6875000000,-1.5630000000,-0.3750000000,-3.3125000000,0.3750000000,1.3750000000,0.3600000000,-0.2600000000,0.3400000000,47.2229186000,8.8183682000,1.2200000000,-0.6937159008,0.2162631451,0.3208826582,-3.8495190512,-5.4869415700,-1.0000000000,10.5911734182,1.7746710286,-2.2983991326
102149907.0000000000,-0.6250000000,-1.5630000000,-0.3125000000,-3.3125000000,0.3750000000,1.3750000000,1.0100000000,-0.1100000000,0.3400000000,47.2229186000,8.8183682000,1.2200000000,-0.6787963495,0.2134999525,0.2932017245,-3.9508371790,-5.4909342526,-1.0625000000,10.8679827551,1.7746710286,-2.2983991326
102159920.0000000000,-0.6250000000,-1.5630000000,-0.3125000000,-4.1875000000,1.1250000000,1.1875000000,1.2000000000,-0.0400000000,0.3300000000,47.2229186000,8.8183682000,1.2100000000,-0.6601377241,0.2113074583,0.1694355255,-4.8467245508,-6.2436974452,-0.8750000000,12.7056447451,1.7746710286,-2.2983991326
102168273.0000000000,-0.5625000000,-1.5630000000,-0.3125000000,-5.4375000000,0.6875000000,0.8125000000,1.7400000000,-0.0000000000,0.2800000000,47.2229186000,8.8183682000,1.2100000000,-0.6391681428,0.2094771996,0.1566409916,-6.2103466263,-5.8083899394,-0.5000000000,12.8335900843,1.7746710286,-2.2983991326
102182068.0000000000,-0.5000000000,-1.5630000000,-0.3125000000,-4.0625000000,1.1875000000,0.4375000000,1.6800000000,0.3200000000,0.4800000000,47.2229186000,8.8183682000,1.2000000000,-0.6098667600,0.2122197548,0.0778220742,-4.9522040402,-6.3102201981,-0.1250000000,14.2217792575,1.7746710286,-2.2983991326
102190072.0000000000,-0.4375000000,-1.5005000000,-0.3125000000,-4.0625000000,1.1875000000,0.4375000000,1.6800000000,0.3200000000,0.4800000000,47.2229186000,8.8183682000,1.1900000000,-0.5904756495,0.2129042238,-0.0494812776,-5.0807259761,-6.3699776430,-0.1250000000,16.0948127757,1.7746710286,-2.2983991326
102202108.0000000000,-0.4375000000,-1.5005000000,-0.3125000000,-2.6875000000,1.5000000000,1.1250000000,0.8200000000,0.3900000000,0.0900000000,47.2229186000,8.8183682000,1.2000000000,-0.5748298573,0.2158297961,0.0424711768,-3.7328735308,-6.6817931739,-0.8125000000,14.5752882316,1.7746710286,-2.2983991326
102210559.0000000000,-0.3750000000,-1.5005000000,-0.3125000000,-2.9375000000,1.3125000000,1.1875000000,-0.2100000000,0.1200000000,0.0200000000,47.2229186000,8.8183682000,1.2000000000,-0.5708594378,0.2149616109,0.0404442214,-4.0922776399,-6.4913676017,-0.8750000000,14.5955577864,1.7746710286,-2.2983991326
102218569.0000000000,-0.3750000000,-1.5005000000,-0.2500000000,-2.9375000000,1.3125000000,1.1875000000,-0.8300000000,0.7100000000,-0.0400000000,47.2229186000,8.8183682000,1.2000000000,-0.5717524852,0.2187134264,0.0380715663,-4.0978362271,-6.4922357869,-0.9375000000,14.6192843367,1.7746710286,-2.2983991326
102232419.0000000000,-0.3125000000,-1.5005000000,-0.2500000000,-5.3125000000,1.3125000000,0.7500000000,-0.2100000000,0.1000000000,0.0400000000,47.2229186000,8.8183682000,1.2000000000,-0.5689486541,0.2183663754,0.0381522432,-6.5590859608,-6.4884839714,-0.5000000000,14.6184775681,1.7746710286,-2.2983991326
102240423.0000000000,-0.2500000000,-1.4380000000,-0.2500000000,-5.3125000000,1.3125000000,0.7500000000,-0.2100000000,0.1000000000,0.0400000000,47.2229186000,8.8183682000,1.1900000000,-0.5649430091,0.2172461071,-0.0883537095,-6.6505113243,-6.5513310224,-0.5000000000,16.4835370952,1.7746710286,-2.2983991326
102251939.0000000000,-0.2500000000,-1.4380000000,-0.2500000000,-3.0625000000,1.5000000000,-0.2500000000,-2.1300000000,0.5900000000,-0.1700000000,47.2229186000,8.8183682000,1.2000000000,-0.5836058703,0.2221900503,0.0083735006,-4.4061192274,-6.7399512907,0.5000000000,14.9162649937,1.7746710286,-2.2983991326
102263936.0000000000,-0.1250000000,-1.4380000000,-0.2500000000,-4.8125000000,1.3125000000,-0.5625000000,-1.2000000000,0.3800000000,-0.1000000000,47.2229186000,8.8183682000,1.1900000000,-0.5920519401,0.2248876156,-0.0739619654,-6.3049912217,-6.5475073474,0.8125000000,16.3396196544,1.7746710286,-2.2983991326
102275018.0000000000,-0.1250000000,-1.3755000000,-0.2500000000,-3.6250000000,1.5625000000,-0.6250000000,-2.0900000000,0.0300000000,-0.0700000000,47.2229186000,8.8183682000,1.1900000000,-0.6090886149,0.2233430892,-0.0645520587,-5.1056667239,-6.8573097821,0.8750000000,16.2455205867,1.7746710286,-2.2983991326
102284844.0000000000,-0.0625000000,-1.3755000000,-0.2500000000,-3.5625000000,2.1875000000,-0.9375000000,-1.4400000000,0.3500000000,-0.0700000000,47.2229186000,8.8183682000,1.1900000000,-0.6170299937,0.2248470561,-0.0563113703,-5.1068153792,-7.4838543085,1.1875000000,16.1631137034,1.7746710286,-2.2983991326
102292847.0000000000,-0.0625000000,-1.3755000000,-0.2500000000,-3.6875000000,1.6875000000,-1.6250000000,-0.7900000000,0.5600000000,-0.3500000000,47.2229186000,8.8183682000,1.2000000000,-0.6171386475,0.2273064143,0.0737103784,-5.2206974489,-6.9823503417,1.8750000000,14.2628962161,1.7746710286,-2.2983991326
102304493.0000000000,0.0000000000,-1.3755000000,-0.3125000000,-2.2500000000,1.6875000000,-1.6875000000,-1.8600000000,0.2500000000,-0.1600000000,47.2229186000,8.8183682000,1.2100000000,-0.6324410293,0.2283100454,0.1533786011,-3.8705453336,-6.9798909835,2.0000000000,12.8662139889,1.7746710286,-2.2983991326
102312495.0000000000,0.0000000000,-1.3755000000,-0.3125000000,-0.9375000000,2.1250000000,-1.1875000000,-1.9200000000,0.2600000000,-0.0300000000,47.2229186000,8.8183682000,1.2300000000,-0.6413466255,0.2283575915,0.3897203720,-2.5366219991,-7.4163873523,1.5000000000,9.3027962796,1.7746710286,-2.2983991326
102320499.0000000000,0.0000000000,-1.3130000000,-0.3125000000,-0.9375000000,2.1250000000,-1.1875000000,-0.9800000000,0.3000000000,-0.2900000000,47.2229186000,8.8183682000,1.2500000000,-0.6427184500,0.2287222030,0.6004930121,-2.5241541643,-7.4788398063,1.5000000000,5.9950698786,1.7746710286,-2.2983991326
102330827.0000000000,0.0000000000,-1.3130000000,-0.3125000000,-1.5000000000,1.4375000000,-1.3750000000,-0.9800000000,0.3000000000,-0.2900000000,47.2229186000,8.8183682000,1.2400000000,-0.6463370529,0.2298520824,0.4434513005,-3.0847336101,-6.7909751948,1.6875000000,8.1654869950,1.7746710286,-2.2983991326
102338831.0000000000,0.0000000000,-1.3130000000,-0.3125000000,0.0625000000,2.3125000000,-1.5625000000,-0.3300000000,0.2400000000,-0.0100000000,47.2229186000,8.8183682000,1.2400000000,-0.6425083990,0.2297263114,0.4009927933,-1.5171675661,-7.6648453154,1.8750000000,8.5900720671,1.7746710286,-2.2983991326
102348328.0000000000,0.0000000000,-1.2505000000,-0.3750000000,-1.3750000000,2.4375000000,-1.6875000000,-0.2500000000,0.5000000000,-0.4000000000,47.2229186000,8.8183682000,1.2300000000,-0.6384573276,0.2324516127,0.2545021954,-2.9600276814,-7.8524710864,2.0625000000,10.6549780457,1.7746710286,-2.2983991326
102357962.0000000000,0.0000000000,-1.2505000000,-0.3750000000,-1.2500000000,2.1250000000,-0.4375000000,0.0800000000,0.1600000000,-0.6100000000,47.2229186000,8.8183682000,1.2100000000,-0.6313335857,0.2319793101,0.0185223559,-2.8406991814,-7.5372457850,0.8125000000,14.2147764407,1.7746710286,-2.2983991326
102372387.0000000000,0.0625000000,-1.2505000000,-0.3125000000,-0.4375000000,2.5000000000,1.1250000000,1.8900000000,-0.0600000000,-0.4300000000,47.2229186000,8.8183682000,1.2200000000,-0.5980653342,0.2292910737,0.0839416772,-2.1256724201,-7.9127180876,-0.8125000000,12.9605832279,1.7746710286,-2.2983991326
102384448.0000000000,0.0625000000,-1.1880000000,-0.3125000000,-0.2500000000,1.7500000000,2.6875000000,1.5800000000,0.6000000000,-0.5400000000,47.2229186000,8.8183682000,1.2200000000,-0.5732487156,0.2345707583,0.0726373108,-1.9847479722,-7.2279063241,-2.3750000000,13.0736268920,1.7746710286,-2.2983991326
102392451.0000000000,0.0625000000,-1.1880000000,-0.3125000000,1.5000000000,1.8750000000,3.3750000000,-1.1000000000,0.9800000000,-0.5400000000,47.2229186000,8.8183682000,1.2200000000,-0.5762513029,0.2402605269,0.0634425359,-0.2694912382,-7.3476266395,-3.0625000000,13.1655746415,1.7746710286,-2.2983991326
102404524.0000000000,0.0000000000,-1.1255000000,-0.2500000000,1.4375000000,2.0625000000,3.4375000000,-1.7100000000,-0.0500000000,-0.7300000000,47.2229186000,8.8183682000,1.2200000000,-0.5909570523,0.2376690757,0.0521207051,-0.2402876160,-7.5919368709,-3.1875000000,13.2787929490,1.7746710286,-2.2983991326
102412527.0000000000,0.0000000000,-1.1255000000,-0.2500000000,-0.2500000000,2.0000000000,2.9375000000,0.6800000000,-0.2200000000,-0.8700000000,47.2229186000,8.8183682000,1.2200000000,-0.5796796696,0.2338202972,0.0426006997,-1.9071995669,-7.5320283220,-2.6875000000,13.3739930028,1.7746710286,-2.2983991326
102420532.0000000000,0.0000000000,-1.1255000000,-0.1875000000,-0.2500000000,2.0000000000,2.9375000000,1.8900000000,0.2700000000,-0.8400000000,47.2229186000,8.8183682000,1.2200000000,-0.5589245297,0.2338928640,0.0342477533,-1.9229879027,-7.5358771006,-2.7500000000,13.4575224671,1.7746710286,-2.2983991326
102434136.0000000000,0.0000000000,-1.1255000000,-0.1875000000,-0.0625000000,1.3125000000,2.3750000000,1.4500000000,0.2700000000,-0.0800000000,47.2229186000,8.8183682000,1.2200000000,-0.5338404123,0.2356508888,0.0331725248,-1.7645450984,-6.8483045338,-2.1875000000,13.4682747520,1.7746710286,-2.2983991326
102444840.0000000000,-0.0625000000,-1.0630000000,-0.1250000000,2.1875000000,1.5000000000,2.3750000000,0.0700000000,0.2000000000,0.0000000000,47.2229186000,8.8183682000,1.2100000000,-0.5277867134,0.2357761879,-0.0609483713,0.5378371372,-7.0965465090,-2.2500000000,15.0094837127,1.7746710286,-2.2983991326
102452843.0000000000,-0.0625000000,-1.0630000000,-0.1250000000,-0.3125000000,1.3125000000,1.4375000000,0.1100000000,0.5700000000,-0.0900000000,47.2229186000,8.8183682000,1.2300000000,-0.5216571270,0.2382054845,0.1963629221,-1.9706380413,-6.9089212098,-1.3125000000,11.2363707787,1.7746710286,-2.2983991326
102464714.0000000000,-0.0625000000,-1.0630000000,-0.1250000000,0.8125000000,1.8125000000,1.0000000000,-0.8700000000,0.3600000000,-0.0700000000,47.2229186000,8.8183682000,1.2200000000,-0.5266944288,0.2404561824,0.0946448078,-0.8542194622,-7.4064919132,-0.8750000000,12.8535519220,1.7746710286,-2.2983991326
102472717.0000000000,-0.0625000000,-1.0630000000,-0.1250000000,2.3125000000,0.8125000000,0.9375000000,-1.2600000000,0.2200000000,0.0100000000,47.2229186000,8.8183682000,1.2200000000,-0.5314302341,0.2400656395,0.0872107682,0.6528327602,-6.4042412154,-0.8125000000,12.9278923185,1.7746710286,-2.2983991326
102480720.0000000000,-0.0625000000,-1.0630000000,-0.1250000000,2.3125000000,0.8125000000,0.9375000000,-1.2600000000,0.2200000000,0.0100000000,47.2229186000,8.8183682000,1.2200000000,-0.5361186814,0.2396790021,0.0805201325,0.6594628877,-6.4046317582,-0.8125000000,12.9947986753,1.7746710286,-2.2983991326
102491806.0000000000,-0.0625000000,-1.0630000000,-0.1250000000,1.5000000000,0.5000000000,0.0000000000,-1.0200000000,0.4900000000,-0.2500000000,47.2229186000,8.8183682000,1.2300000000,-0.5419795752,0.2430353805,0.1628904850,-0.1464732861,-6.0925183956,0.1250000000,11.5710951499,1.7746710286,-2.2983991326
102499811.0000000000,-0.1250000000,-1.0630000000,-0.1250000000,1.0625000000,0.7500000000,-0.6250000000,-1.0200000000,0.4900000000,-0.2500000000,47.2229186000,8.8183682000,1.2100000000,-0.5446630408,0.2447592855,-0.1030846325,-0.4882680347,-6.3391620173,0.7500000000,15.4308463254,1.7746710286,-2.2983991326
102509131.0000000000,-0.1250000000,-1.0005000000,-0.1250000000,0.6250000000,1.7500000000,-0.9375000000,-0.4500000000,0.2500000000,-0.2700000000,47.2229192000,8.8183777000,1.2300000000,-1.6768162183,0.1733492325,0.1218320426,-0.9220111829,-7.3999381123,1.0625000000,11.9816795741,0.7183192260,-2.3651160885
102524488.0000000000,-0.0625000000,-1.0005000000,-0.1250000000,-0.8125000000,1.0000000000,-1.9375000000,-1.7100000000,0.3600000000,-0.2400000000,47.2229192000,8.8183777000,1.2300000000,-1.6860839300,0.1776089323,0.1100897378,0.6168957893,-6.9214990331,2.0625000000,12.0991026220,0.7183192260,-2.3651160885
102536029.0000000000,-0.0625000000,-1.0005000000,-0.1250000000,-0.9375000000,1.0000000000,-1.8750000000,-1.3300000000,0.6000000000,-0.4200000000,47.2229192000,8.8183777000,1.2500000000,-1.6844476894,0.1830789521,0.2708376725,0.5048705856,-6.9172393333,2.0000000000,9.2916232748,0.7183192260,-2.3651160885
102545041.0000000000,-0.0625000000,-1.0005000000,-0.1875000000,-1.6250000000,1.3125000000,-1.1875000000,-1.8300000000,0.1500000000,-0.3200000000,47.2229192000,8.8183777000,1.2400000000,-1.6839525576,0.1828915729,0.1324006156,-0.1849201513,-7.2242693135,1.3750000000,11.2759938444,0.7183192260,-2.3651160885
102553045.0000000000,-0.0625000000,-1.0005000000,-0.1875000000,-0.3750000000,0.9375000000,-1.4375000000,-0.2200000000,0.0600000000,-0.5600000000,47.2229192000,8.8183777000,1.2300000000,-1.6688761131,0.1818090942,-0.0078523344,1.0643866642,-6.8494566927,1.6250000000,13.2785233439,0.7183192260,-2.3651160885
102561971.0000000000,-0.0625000000,-0.9380000000,-0.1875000000,-0.3750000000,0.9375000000,-1.4375000000,0.1100000000,0.6000000000,-0.3200000000,47.2229192000,8.8183777000,1.2200000000,-1.6512374025,0.1855952638,-0.1194857728,1.0432796420,-6.9130391714,1.6250000000,14.9948577279,0.7183192260,-2.3651160885
102570364.0000000000,-0.0625000000,-0.9380000000,-0.1875000000,-0.0625000000,1.0000000000,-1.6875000000,0.1100000000,0.6000000000,-0.3200000000,47.2229192000,8.8183777000,1.2300000000,-1.6338318034,0.1890089233,0.0112463797,1.3310854470,-6.9717530018,1.8750000000,13.0875362034,0.7183192260,-2.3651160885
102579868.0000000000,-0.0625000000,-0.9380000000,-0.1875000000,-0.0625000000,0.8125000000,-1.6250000000,-0.3000000000,-0.1000000000,-0.3000000000,47.2229192000,8.8183777000,1.2200000000,-1.6203396958,0.1864997245,-0.0953374697,1.3067176083,-6.7808393423,1.8125000000,14.7533746968,0.7183192260,-2.3651160885
102587872.0000000000,-0.0625000000,-0.9380000000,-0.2500000000,-0.1875000000,0.9375000000,-1.6875000000,0.2300000000,-0.0500000000,-0.1900000000,47.2229192000,8.8183777000,1.2300000000,-1.6023335979,0.1845095287,0.0397237834,1.1628286577,-6.9083485411,1.9375000000,12.8027621664,0.7183192260,-2.3651160885
102598032.0000000000,-0.0625000000,-0.9380000000,-0.2500000000,-1.5625000000,0.8125000000,-1.5000000000,0.1000000000,0.0700000000,-0.2500000000,47.2229192000,8.8183777000,1.2300000000,-1.5853295679,0.1837125187,0.0359516586,-0.2373798793,-6.7853387369,1.7500000000,12.8404834138,0.7183192260,-2.3651160885
102607504.0000000000,-0.0625000000,-0.9380000000,-0.2500000000,-0.5625000000,0.6250000000,-1.0000000000,0.8400000000,0.2600000000,-0.1800000000,47.2229192000,8.8183777000,1.2400000000,-1.5616228003,0.1846341893,0.1387142462,0.7388144787,-6.5986357469,1.2500000000,11.2128575380,0.7183192260,-2.3651160885
102619301.0000000000,-0.0625000000,-0.9380000000,-0.2500000000,-0.6250000000,0.0625000000,-0.9375000000,1.1900000000,-0.0500000000,-0.0100000000,47.2229192000,8.8183777000,1.2300000000,-1.5321377241,0.1826033187,0.0428561787,0.6431250039,-6.0352140763,1.1875000000,12.7714382127,0.7183192260,-2.3651160885
102629663.0000000000,0.0000000000,-0.9380000000,-0.2500000000,-3.1250000000,0.1250000000,-1.5625000000,0.8800000000,0.0500000000,0.0000000000,47.2229192000,8.8183777000,1.2400000000,-1.5078146184,0.1816410411,0.1376127118,-1.9856541026,-6.0997449469,1.8125000000,11.2238728819,0.7183192260,-2.3651160885
